#	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69
0	85	2	7	2	0	1	0	0	24	4	0	1	1	4	1	11	0	0	0	0	0	3	0	0	1	24	5	0	5	0	3	0	1	1	9	0	1	1	6	0	2	1	6	1	13	0	1	13	1	2	6	1	0	2	0	0	0	1	0	0	0	0	0	0	3	1	2	8	2
1	0	27	2	2	0	0	0	0	8	0	2	0	0	2	0	0	0	0	1	0	3	1	1	0	0	3	1	0	8	0	4	0	2	0	3	1	0	2	1	0	1	0	8	2	2	0	0	3	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	4	0	0	1	3
2	0	0	223	27	1	6	0	3	55	11	23	1	0	16	10	17	2	33	1	0	3	7	0	0	12	41	39	0	16	8	30	0	9	4	34	1	3	10	7	11	10	0	48	6	19	2	1	21	5	7	16	1	4	6	3	0	6	7	1	1	2	1	10	2	12	3	8	12	22
3	0	0	0	146	0	3	0	2	46	4	16	2	0	6	2	7	0	26	0	1	2	4	1	3	2	27	21	4	11	2	24	2	4	4	20	1	1	3	9	9	9	3	31	2	7	0	0	11	4	12	12	1	0	0	1	1	3	6	0	2	1	3	5	1	9	0	4	8	11
4	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5	0	0	0	0	0	35	1	0	13	4	10	0	0	7	0	1	0	6	1	0	0	3	2	0	1	2	2	0	5	3	5	0	0	1	5	1	0	1	2	3	2	0	12	4	3	1	0	7	0	1	3	0	0	0	1	1	3	3	0	0	0	0	1	0	1	1	0	0	1
6	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
7	0	0	0	0	0	0	0	11	3	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	1	1	0	0	0	0	2	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
8	0	0	0	0	0	0	0	0	442	13	30	2	0	18	12	24	2	43	1	0	5	11	0	3	3	65	31	4	27	7	22	0	18	7	43	1	4	10	14	12	14	2	52	5	25	4	2	35	7	24	38	6	1	6	1	1	9	8	0	4	1	4	3	1	12	3	9	27	24
9	0	0	0	0	0	0	0	0	0	35	5	0	1	5	0	4	0	9	0	0	1	0	0	1	0	4	9	0	11	0	8	1	8	1	4	0	1	2	5	2	3	1	5	1	5	2	0	6	1	1	4	2	0	0	0	0	1	1	0	0	1	0	0	0	5	0	0	2	6
10	0	0	0	0	0	0	0	0	0	0	132	1	0	10	11	7	2	34	1	0	1	2	0	1	2	21	26	1	14	1	17	0	13	1	11	2	1	3	5	4	13	0	37	1	3	1	0	10	3	7	17	0	0	0	3	1	5	1	0	0	2	2	6	2	9	0	3	9	20
11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	5	0	0	0	1	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	1	3	1	1	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	3
12	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	0	0	0	0	0	0	0	0	0	0	0	0	0	61	7	3	0	12	0	2	1	5	0	0	2	10	8	0	7	1	9	0	4	3	11	1	1	3	7	3	3	1	14	2	3	3	0	10	0	2	7	1	1	0	1	0	5	1	0	0	1	0	0	0	4	3	1	6	6
14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	5	0	9	0	0	1	1	0	0	1	6	8	1	5	0	3	0	2	2	6	0	0	2	3	0	5	1	14	1	3	1	0	10	1	2	4	1	0	0	0	0	0	2	0	3	0	0	2	0	0	0	1	4	2
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	9	0	0	3	1	0	1	1	16	10	0	8	1	1	0	1	3	10	2	4	1	8	2	0	0	6	1	16	1	0	9	0	4	5	2	0	2	1	0	1	1	1	0	1	0	1	0	2	0	1	4	2
16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	0	0	0	2	0	0	0	7	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	2	12	1	2	4	23	30	1	8	0	24	0	14	3	14	0	2	12	2	7	9	1	45	0	6	3	1	13	6	5	13	0	1	0	3	0	6	3	0	3	1	1	8	1	8	1	5	11	15
18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	1	6	0	4	0	2	0	0	0	6	0	0	0	0	1	0	1	3	2	2	0	0	4	1	0	3	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	4	3
21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	1	2	6	0	3	0	6	0	3	0	4	0	2	3	2	3	4	0	8	1	1	0	1	2	2	1	3	1	0	0	0	0	3	1	0	0	0	2	1	0	2	1	0	2	7
22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	1	0	0	0	0	1	0	0	1	5	0	0	0	0	1	0	0	3	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	1	1
24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	2	2	0	2	1	3	0	1	0	3	0	0	2	0	2	1	0	3	0	0	1	0	4	2	1	1	1	1	1	0	0	3	1	0	0	0	0	0	0	0	0	0	2	4
25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434	18	0	6	2	13	0	10	2	21	2	2	1	10	1	7	0	27	4	86	1	0	35	2	6	57	2	0	3	2	0	6	2	0	2	1	1	6	0	5	4	1	20	10
26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	1	10	2	15	0	9	3	13	0	1	4	2	5	13	2	42	3	11	0	0	18	5	4	10	0	0	2	1	2	7	2	1	1	3	2	1	2	5	4	6	10	19
27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	8	0	3	4	8	0	1	1	5	1	7	0	17	1	4	1	0	10	1	9	6	2	0	0	0	0	2	3	0	1	0	2	2	2	6	4	1	4	10
29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	2	0	2	0	2	2	1	0	1	0	2	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1
30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	5	3	13	1	1	4	1	4	19	3	36	4	9	0	0	13	4	3	6	1	0	1	5	1	6	3	0	0	0	2	1	0	4	4	5	11	14
31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	1	7	0	0	3	1	2	1	0	15	0	1	0	0	7	1	2	2	0	0	0	1	0	3	1	0	0	0	0	1	0	3	2	0	7	3
34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	2	0	0	0	0	0	4	0	2	0	0	0	0	3	0	2	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	3	4	7	3	5	4	22	0	9	0	0	11	6	5	19	0	0	0	1	0	6	6	0	0	0	0	2	0	4	4	3	12	11
36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	1	0	1	0	1	0	1	0	0	1	1	3	0	1	1	0	0	0	0	0	0	0	0	0	2	0	3	0	0	1	0
38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	5	1	0	7	2	2	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	2	3
39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	1	0	1	3	1	8	1	0	5	0	1	1	0	0	1	0	0	0	1	0	0	0	1	3	0	0	2	1	3	4
40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	4	0	7	1	0	0	1	6	1	5	2	0	1	0	1	0	1	1	0	0	1	1	4	0	1	2	2	4	8
41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	1	13	0	5	0	1	4	5	2	3	2	0	0	2	0	4	4	0	1	1	0	1	0	4	0	1	3	8
42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	2	1	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0
43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	7	13	2	1	32	9	7	20	3	1	4	7	0	5	9	0	1	1	2	9	4	8	2	3	24	27
44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	8	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	3	3
45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	13	1	6	28	0	0	3	0	0	3	2	0	0	0	0	1	1	4	3	4	9	6
46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	2	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	1	2
47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	4	4	11	1	0	3	1	0	2	1	0	0	2	3	1	0	6	2	4	7	11
49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	2	1	0	0	0	0	0	2	1	0	0	0	0	1	0	2	0	0	6	3
50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	5	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	4	2
51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	0	0	2	0	0	1	3	0	0	0	1	6	3	5	0	3	14	5
52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	2	1
53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	1	0	0	0	0	0	0	0	1	0	0	0	0	2	3
55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	2	0	0	1	0	0	0	0	0	0	1	1
56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	2	0	1	0	1	2	3
58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0	0	2	1	1	0	0	1	5
59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0	1	0	0	1	3
61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0
62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	1	0	0	2	1
63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	1	2	0	0	2	4
64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	2
65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	1	2	5	5
