#	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	38	39	40	41	42	43	44	45	46	47	48	49
0	99	0	6	4	1	1	1	2	0	6	3	1	0	2	21	1	0	33	8	0	2	5	1	4	0	3	23	5	4	7	4	3	2	0	4	4	6	50	2	0	3	2	2	9	9	4	19	18	0
1	0	8	3	0	0	0	0	2	0	0	0	0	0	0	8	0	0	3	0	0	0	2	0	0	2	0	2	0	1	1	0	0	0	0	0	3	1	5	0	0	0	0	2	2	1	0	5	3	0
2	0	0	41	1	1	0	0	0	1	4	2	1	0	1	9	0	0	24	0	0	0	0	1	0	1	0	5	4	0	2	1	2	0	0	4	3	0	22	0	0	0	0	0	3	2	1	9	22	0
3	0	0	0	63	0	1	0	2	0	2	4	2	0	0	41	1	0	25	2	1	3	2	4	1	3	1	20	3	2	9	2	1	2	0	8	2	5	25	7	1	0	1	1	7	7	2	18	5	1
4	0	0	0	0	8	0	1	0	0	0	0	0	0	2	3	0	0	1	1	0	0	0	0	0	1	0	3	0	0	2	0	0	0	0	2	1	2	2	1	0	0	0	1	1	0	0	4	3	0
5	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0
6	0	0	0	0	0	0	28	4	0	1	0	0	0	0	12	0	0	4	0	0	0	3	0	0	0	0	6	1	0	3	0	0	2	0	0	1	1	7	0	0	0	0	0	2	2	0	3	3	0
7	0	0	0	0	0	0	0	248	2	2	2	2	0	0	23	1	1	49	0	2	2	7	2	2	1	7	22	2	4	6	1	3	0	1	5	2	1	33	1	1	0	2	0	4	8	2	10	12	2
8	0	0	0	0	0	0	0	0	243	0	2	0	0	1	5	1	0	1	2	0	2	0	0	1	0	2	5	1	0	1	0	1	0	0	1	1	0	10	1	0	0	1	0	1	1	1	1	1	1
9	0	0	0	0	0	0	0	0	0	53	1	1	0	1	12	0	1	28	0	0	1	2	0	4	4	0	12	2	1	7	2	0	2	0	2	2	2	20	2	2	0	0	1	6	2	3	7	14	0
10	0	0	0	0	0	0	0	0	0	0	44	1	0	1	20	0	0	16	2	1	4	4	1	0	5	1	8	2	0	5	2	0	1	0	1	1	2	19	1	0	0	0	2	2	7	0	14	8	0
11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	3	0	0	0	0	0	0	1	0	3	0	0	1	1	0	1	0	1	0	0	3	1	0	0	0	0	0	1	0	1	0	1
12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	1
13	0	0	0	0	0	0	0	0	0	0	0	0	0	19	4	1	0	4	0	1	0	2	0	0	0	0	8	0	0	1	0	1	1	0	1	1	0	12	0	0	0	0	2	1	0	0	0	4	0
14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	556	10	8	188	11	4	14	21	18	8	12	9	150	6	5	53	27	10	24	2	38	14	16	189	9	1	1	1	5	31	40	11	84	60	4
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1	9	0	0	0	3	0	0	2	0	8	0	0	4	1	1	2	1	0	1	2	9	0	1	0	0	1	3	3	0	2	2	0
16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	4	1	0	1	1	0	0	1	1	4	0	0	1	1	1	0	0	4	0	1	8	0	0	0	0	1	2	3	0	3	1	0
17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	838	11	5	12	34	12	6	10	7	119	17	5	50	19	14	11	5	23	27	16	328	9	1	5	4	6	33	39	4	101	91	2
18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	4	1	0	2	0	0	10	0	1	3	2	0	1	0	1	2	1	14	0	0	1	0	1	4	7	0	4	5	0
19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	4	0	0	0	0	0	0	0	3	4	1	0
20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	3	1	0	0	1	10	2	0	6	1	1	0	0	5	1	2	17	1	0	0	0	1	4	2	1	11	2	1
21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	1	1	4	1	12	0	0	11	1	1	2	0	2	2	3	27	0	0	1	1	2	5	5	2	7	5	0
22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	1	2	0	11	2	0	3	0	0	0	0	2	1	0	8	0	0	0	0	0	0	5	0	8	5	0
23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	9	1	0	1	1	0	0	0	2	3	1	14	0	0	1	0	0	1	4	1	4	4	0
24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	1	14	3	0	3	1	1	0	0	1	2	2	24	2	0	0	0	0	4	7	0	2	7	1
25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	11	1	0	2	1	1	0	0	0	2	1	9	0	0	0	0	1	3	8	0	8	7	0
26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	10	1	41	10	13	18	3	19	9	17	140	6	1	5	3	8	30	37	9	60	40	3
27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	12	1	2	1	2	1	0	1	15	0	0	0	1	1	3	9	0	9	9	0
28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	1	1	1	0	1	0	0	5	0	0	4	0	0	0	0	0	3	2	0
