#	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19
0	48845	43	301	7	23	62	80	15	5	7	12	545	70	10	2832	0	0	4	4561	12
1	0	3699	176	29	54	7	1063	16	24	26	241	10	24	22	20	6	18	4	12	689
2	0	0	2447	39	32	64	34	1	74	13	32	111	23	23	41	41	18	9	445	340
3	0	0	0	5860	30	31	11	10	1132	327	78	7	7	66	1	295	1304	262	8	334
4	0	0	0	0	3596	64	98	206	105	579	51	35	100	1031	27	7	10	17	7	41
5	0	0	0	0	0	2783	8	43	34	519	43	822	300	120	34	39	73	20	53	12
6	0	0	0	0	0	0	5415	178	1	27	60	6	90	9	88	2	2	0	11	55
7	0	0	0	0	0	0	0	3585	2	308	25	10	74	14	73	0	0	1	6	8
8	0	0	0	0	0	0	0	0	5568	42	30	15	6	615	4	286	332	1792	3	306
9	0	0	0	0	0	0	0	0	0	5400	83	23	34	587	10	38	174	76	9	61
10	0	0	0	0	0	0	0	0	0	0	4337	24	140	50	5	190	718	167	13	364
11	0	0	0	0	0	0	0	0	0	0	0	2701	410	21	150	2	15	3	499	16
12	0	0	0	0	0	0	0	0	0	0	0	0	2212	16	285	3	6	1	32	18
13	0	0	0	0	0	0	0	0	0	0	0	0	0	4648	6	113	75	706	6	49
14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4252	0	1	0	194	7
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9186	2520	3929	1	147
16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7053	960	5	66
17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9285	5	54
18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3406	4
19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5351
