#	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59
0	1378	1	105	0	45	816	0	0	0	456	10	1	1	0	2	1	2	1	0	341	5	1	0	1	0	5	3	0	1	2	0	4	0	1	0	153	11	240	1	0	5	1464	40	0	1	1	5	3	0	0	2	5	1	33	0	8	1	1	0	0
1	0	596	1	6	1	0	7	1	17	1	2	0	12	78	4	2	10	9	51	0	6	299	20	10	1	6	4	74	9	3	2	0	36	2	24	0	1	1	18	1	1	0	0	2	13	1	0	1	1	5	23	4	2	1	7	2	67	69	3	2
2	0	0	1073	3	264	148	4	0	0	94	158	7	5	0	9	0	10	0	0	75	11	1	7	3	0	0	5	1	0	3	3	8	2	2	2	30	434	184	3	5	1	143	30	1	2	1	164	2	0	2	4	3	0	7	2	58	1	2	2	1
3	0	0	0	1018	2	0	5	61	5	1	0	0	2	16	37	0	20	5	1	0	4	4	197	2	170	11	0	3	6	316	1	0	2	1	5	0	1	0	365	0	1	1	0	10	32	67	0	1	34	0	16	0	0	0	25	3	6	1	13	151
4	0	0	0	0	665	37	8	1	2	77	19	1	3	4	7	2	3	1	1	17	85	0	3	13	0	6	1	7	4	4	0	3	0	0	3	5	338	22	17	0	0	39	3	1	1	2	3	3	2	0	4	0	0	4	1	45	8	7	3	0
5	0	0	0	0	0	18363	1	0	0	188	14	8	0	1	5	23	5	3	0	7799	8	1	2	0	1	0	3	1	0	5	2	51	1	1	1	133	24	593	1	2	17	11889	312	0	0	0	24	6	0	0	1	11	1	47	1	9	2	2	0	1
6	0	0	0	0	0	0	390	5	71	4	0	0	29	4	1	4	4	12	8	0	2	6	1	1	6	16	17	1	6	3	0	1	56	1	17	1	4	0	27	1	1	0	0	145	6	5	1	22	2	2	0	101	0	18	7	27	4	4	2	14
7	0	0	0	0	0	0	0	4405	19	0	1	0	4	86	2	0	1	5	0	0	2	9	3	2	1429	173	1	16	38	10	0	0	4	0	452	0	0	0	18	0	0	0	0	38	430	895	0	1	1264	0	9	4	0	0	77	1	1	17	1437	48
8	0	0	0	0	0	0	0	0	1818	0	3	1	7	8	4	0	4	128	92	1	0	41	1	0	5	4	2	0	10	9	0	0	233	0	18	1	1	0	5	0	1	0	0	96	28	11	3	3	15	2	0	52	0	12	51	57	3	62	13	2
9	0	0	0	0	0	0	0	0	0	655	4	0	2	0	2	3	0	0	0	54	1	1	0	2	3	2	0	0	1	1	0	3	1	1	1	92	8	27	2	0	2	157	4	1	1	0	1	0	0	0	0	4	0	112	2	21	0	0	0	0
10	0	0	0	0	0	0	0	0	0	0	1065	7	8	3	16	4	21	0	0	12	56	1	10	116	0	1	23	13	4	4	5	15	10	5	1	4	275	19	6	48	2	10	9	4	1	0	155	1	1	4	15	3	0	0	3	18	5	0	0	1
11	0	0	0	0	0	0	0	0	0	0	0	428	1	0	3	1	32	0	5	4	4	0	1	0	0	0	1	0	0	0	59	37	3	8	0	2	3	0	1	68	10	2	103	0	0	0	87	0	0	9	1	0	2	1	0	2	1	0	0	0
12	0	0	0	0	0	0	0	0	0	0	0	0	1331	14	7	4	6	1	6	1	6	5	7	41	5	175	449	7	138	3	2	0	136	2	4	6	3	1	5	4	1	3	0	81	2	12	4	12	19	2	2	11	0	1	1	7	4	2	25	23
13	0	0	0	0	0	0	0	0	0	0	0	0	0	1416	0	1	0	5	7	0	10	248	5	16	34	217	2	76	328	8	0	1	2	0	561	0	1	0	22	0	0	0	0	16	42	23	0	2	42	1	18	6	0	1	4	4	6	87	448	5
14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1057	3	423	11	6	2	5	3	214	1	2	5	11	2	1	457	4	5	6	5	2	20	10	1	27	3	11	2	3	1	19	6	21	6	3	12	5	3	0	2	105	16	15	8	3	15
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2111	16	5	7	10	1	0	1	2	0	1	32	1	0	2	3	14	37	4	0	7	1	0	0	4	767	14	1	1	0	0	1	595	0	261	0	40	11	5	0	0	5	1	0	0
16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1478	5	8	2	17	7	496	3	1	1	22	2	1	78	46	4	18	41	0	4	6	1	28	8	13	4	3	0	10	2	22	15	0	37	18	1	1	2	7	8	153	3	2	2
17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1010	69	4	0	13	3	1	3	5	2	0	1	7	0	1	40	0	10	36	0	1	1	0	1	3	2	9	17	3	0	17	1	6	1	88	1	48	104	8	2	65	1	1
18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	615	2	4	16	2	1	1	1	14	1	4	6	0	0	344	3	3	0	1	0	2	2	3	0	0	2	1	1	0	102	2	37	0	50	6	1	6	2	13	13	3	2
19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4836	4	0	2	0	0	0	5	0	0	0	4	62	0	2	1	64	20	331	1	5	7	1968	885	0	2	0	40	10	0	4	2	4	0	15	1	0	2	0	0	0
20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	965	2	44	77	1	10	6	51	4	7	1	1	0	60	2	3	173	2	54	1	3	3	1	0	2	3	3	1	1	2	183	1	2	2	1	7	102	2	1	2
21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	888	9	5	7	16	3	19	24	5	0	0	13	0	243	1	0	0	16	0	2	0	0	11	34	8	0	2	5	0	6	3	1	0	15	1	14	366	18	4
22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1659	0	11	3	14	16	5	171	6	1	13	29	4	2	11	1	328	1	1	2	1	0	12	3	7	7	1	7	202	5	1	1	8	6	323	17	1	13
23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	0	27	33	68	43	1	0	1	2	1	3	0	35	0	7	12	1	2	0	1	2	3	0	2	4	2	35	2	0	1	2	2	17	2	2	1
24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2519	38	1	8	5	137	0	0	4	0	86	0	0	0	30	0	0	1	0	15	657	744	1	0	303	0	7	0	0	0	414	1	0	24	130	118
25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2018	14	20	173	13	0	0	4	0	285	0	3	0	10	0	0	1	0	44	183	295	0	5	181	0	11	4	0	1	9	11	3	44	288	95
26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1609	3	8	4	2	4	102	14	1	2	3	1	1	37	26	4	1	13	0	2	8	67	1	14	0	21	0	1	1	7	29	1	0	1
27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1169	57	3	0	1	2	1	9	1	19	0	66	0	0	0	0	3	6	3	2	0	9	1	385	2	0	1	4	8	30	1	16	2
28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1301	2	0	0	21	0	33	0	7	0	15	0	0	0	0	93	8	16	3	1	268	4	11	8	0	1	7	11	1	8	509	6
29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1242	0	0	6	1	12	2	4	0	77	0	0	1	3	2	109	34	2	3	6	1	5	1	0	0	299	22	9	8	0	85
30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1212	4	1	326	0	1	1	3	0	8	6	3	14	0	0	0	6	3	0	15	3	0	24	0	0	1	19	0	0	0
31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	592	3	9	0	9	1	44	0	17	50	15	186	0	0	0	45	2	0	2	0	2	0	0	0	0	3	1	0	0
32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1277	0	7	0	3	1	1	6	6	2	0	35	3	1	3	151	5	22	2	95	1	5	9	4	8	10	2	1
33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1274	0	0	5	1	1	5	1	1	10	0	0	0	15	3	0	3	8	0	14	0	0	0	221	2	0	0
34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1704	1	1	0	9	1	1	0	0	10	412	34	0	2	41	1	8	4	0	5	64	1	6	511	365	9
35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	681	7	25	3	0	10	132	21	0	5	2	15	7	0	4	1	13	0	233	2	67	2	6	0	0
36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1185	20	19	4	2	20	26	1	6	0	81	3	4	0	12	2	0	2	0	62	5	0	1	1
37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	2	1	476	61	0	0	0	40	2	0	1	0	1	1	3	1	2	0	0	0	0
38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1176	0	1	3	0	22	13	10	0	0	25	0	202	0	0	7	5	33	19	6	9	8
39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	4	2	4	0	0	0	70	2	0	11	0	2	1	1	0	1	7	1	0	0
40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1257	9	8	0	0	0	2	94	0	152	0	12	13	2	0	0	5	1	0	0
41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6652	129	0	0	0	9	11	0	1	0	11	0	39	1	5	0	0	0	0
42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2133	0	0	0	98	8	0	3	0	2	1	0	0	4	0	0	1	1
43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	628	14	24	0	5	154	2	0	12	0	5	4	6	1	2	65	47
44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1995	310	0	3	47	0	4	6	0	3	804	8	3	422	63	118
45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1591	0	1	581	0	5	2	0	0	44	1	1	9	155	285
46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	625	1	0	0	0	1	0	0	0	12	1	0	0	0
47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1855	0	161	0	431	6	7	1	2	6	8	0	2
48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2707	2	5	2	0	1	10	3	0	7	1314	59
49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1012	1	7	101	0	0	0	21	0	0	0
50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1163	2	1	0	5	0	209	3	7	4
51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1374	1	122	3	7	6	5	4	3
52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	502	1	0	0	11	0	0	0
53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	778	4	45	0	7	0	1
54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1606	9	7	193	13	73
55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	557	1	9	3	1
56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1446	9	2	2
57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1873	20	6
58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3193	7
59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	601
