150-5	sequence-hmm_150-5_iters5_neighbors10	17.220000
150-5	weighted-tfidf_sequence-hmm_150-5_iters5_neighbors10	15.160000
225-5	sequence-hmm_225-5_iters5_neighbors10	14.980000
225-5	weighted-tfidf_sequence-hmm_225-5_iters5_neighbors10	14.480000
100-5	sequence-hmm_100-5_iters5_neighbors10	13.740000
40-5	sequence-hmm_40-5_iters5_neighbors10	13.700000
100-10	weighted-tfidf_sequence-hmm_100-10_iters5_neighbors10	13.280000
100-11	weighted-tfidf_sequence-hmm_100-11_iters5_neighbors10	12.760000
200-12	weighted-tfidf_sequence-hmm_200-12_iters5_neighbors10	12.720000
200-11	weighted-tfidf_sequence-hmm_200-11_iters5_neighbors10	12.580000
400-11	weighted-tfidf_sequence-hmm_400-11_iters5_neighbors10	12.520000
100-12	sequence-hmm_100-12_iters5_neighbors10	12.380000
300-6	sequence-hmm_300-6_iters5_neighbors10	12.340000
60-5	sequence-hmm_60-5_iters5_neighbors10	12.100000
400-9	sequence-hmm_400-9_iters5_neighbors10	12.060000
200-10	weighted-tfidf_sequence-hmm_200-10_iters5_neighbors10	11.960000
100-5	weighted-tfidf_sequence-hmm_100-5_iters5_neighbors10	11.920000
40-5	weighted-tfidf_sequence-hmm_40-5_iters5_neighbors10	11.780000
100-12	weighted-tfidf_sequence-hmm_100-12_iters5_neighbors10	11.780000
70-9	sequence-hmm_70-9_iters5_neighbors10	11.720000
400-9	weighted-tfidf_sequence-hmm_400-9_iters5_neighbors10	11.700000
200-10	sequence-hmm_200-10_iters5_neighbors10	11.660000
300-6	weighted-tfidf_sequence-hmm_300-6_iters5_neighbors10	11.620000
250-7	weighted-tfidf_sequence-hmm_250-7_iters5_neighbors10	11.500000
70-9	weighted-tfidf_sequence-hmm_70-9_iters5_neighbors10	11.460000
80-5	sequence-hmm_80-5_iters5_neighbors10	11.420000
200-12	sequence-hmm_200-12_iters5_neighbors10	11.420000
200-11	sequence-hmm_200-11_iters5_neighbors10	11.260000
400-11	sequence-hmm_400-11_iters5_neighbors10	11.240000
200-7	sequence-hmm_200-7_iters5_neighbors10	11.120000
400-12	weighted-tfidf_sequence-hmm_400-12_iters5_neighbors10	10.840000
100-11	sequence-hmm_100-11_iters5_neighbors10	10.640000
400-10	weighted-tfidf_sequence-hmm_400-10_iters5_neighbors10	10.540000
400-10	sequence-hmm_400-10_iters5_neighbors10	10.540000
100-10	sequence-hmm_100-10_iters5_neighbors10	10.160000
600-9	sequence-hmm_600-9_iters5_neighbors10	10.100000
400-12	sequence-hmm_400-12_iters5_neighbors10	9.980000
250-7	sequence-hmm_250-7_iters5_neighbors10	9.900000
60-5	weighted-tfidf_sequence-hmm_60-5_iters5_neighbors10	9.720000
20-5	sequence-hmm_20-5_iters5_neighbors10	9.600000
200-9	weighted-tfidf_sequence-hmm_200-9_iters5_neighbors10	9.280000
200-9	sequence-hmm_200-9_iters5_neighbors10	9.100000
200-7	weighted-tfidf_sequence-hmm_200-7_iters5_neighbors10	8.920000
100-9	sequence-hmm_100-9_iters5_neighbors10	8.820000
80-5	weighted-tfidf_sequence-hmm_80-5_iters5_neighbors10	8.700000
20-5	weighted-tfidf_sequence-hmm_20-5_iters5_neighbors10	8.180000
600-10	sequence-hmm_600-10_iters5_neighbors10	7.900000
100-9	weighted-tfidf_sequence-hmm_100-9_iters5_neighbors10	7.900000
50-9	sequence-hmm_50-9_iters5_neighbors10	7.360000
50-9	weighted-tfidf_sequence-hmm_50-9_iters5_neighbors10	7.300000
600-9	weighted-tfidf_sequence-hmm_600-9_iters5_neighbors10	7.260000
600-10	weighted-tfidf_sequence-hmm_600-10_iters5_neighbors10	7.100000
600-11	sequence-hmm_600-11_iters5_neighbors10	4.920000
600-11	weighted-tfidf_sequence-hmm_600-11_iters5_neighbors10	4.860000
600-12	sequence-hmm_600-12_iters5_neighbors10	4.780000
600-12	weighted-tfidf_sequence-hmm_600-12_iters5_neighbors10	3.680000
