600-12	weighted-tfidf_structure-atoms_600-12_iters5_neighbors10	52.860000
600-11	weighted-tfidf_structure-atoms_600-11_iters5_neighbors10	49.360000
600-9	weighted-tfidf_structure-atoms_600-9_iters5_neighbors10	48.880000
400-12	weighted-tfidf_structure-atoms_400-12_iters5_neighbors10	48.760000
200-12	weighted-tfidf_structure-atoms_200-12_iters5_neighbors10	48.480000
400-11	weighted-tfidf_structure-atoms_400-11_iters5_neighbors10	48.240000
400-12	structure-atoms_400-12_iters5_neighbors10	47.560000
600-10	weighted-tfidf_structure-atoms_600-10_iters5_neighbors10	47.400000
200-11	weighted-tfidf_structure-atoms_200-11_iters5_neighbors10	47.360000
400-10	weighted-tfidf_structure-atoms_400-10_iters5_neighbors10	45.660000
100-11	structure-atoms_100-11_iters5_neighbors10	45.540000
100-12	weighted-tfidf_structure-atoms_100-12_iters5_neighbors10	45.460000
100-12	structure-atoms_100-12_iters5_neighbors10	44.980000
400-9	weighted-tfidf_structure-atoms_400-9_iters5_neighbors10	44.940000
100-10	weighted-tfidf_structure-atoms_100-10_iters5_neighbors10	44.820000
200-11	structure-atoms_200-11_iters5_neighbors10	44.660000
200-12	structure-atoms_200-12_iters5_neighbors10	44.520000
100-10	structure-atoms_100-10_iters5_neighbors10	43.680000
200-10	weighted-tfidf_structure-atoms_200-10_iters5_neighbors10	43.420000
200-10	structure-atoms_200-10_iters5_neighbors10	42.400000
400-11	structure-atoms_400-11_iters5_neighbors10	41.940000
100-11	weighted-tfidf_structure-atoms_100-11_iters5_neighbors10	41.320000
100-9	weighted-tfidf_structure-atoms_100-9_iters5_neighbors10	41.140000
50-9	structure-atoms_50-9_iters5_neighbors10	41.060000
70-9	structure-atoms_70-9_iters5_neighbors10	41.040000
600-12	structure-atoms_600-12_iters5_neighbors10	41.040000
50-9	weighted-tfidf_structure-atoms_50-9_iters5_neighbors10	40.600000
200-9	weighted-tfidf_structure-atoms_200-9_iters5_neighbors10	40.540000
600-11	structure-atoms_600-11_iters5_neighbors10	40.400000
200-7	weighted-tfidf_structure-atoms_200-7_iters5_neighbors10	40.320000
100-9	structure-atoms_100-9_iters5_neighbors10	40.040000
250-7	weighted-tfidf_structure-atoms_250-7_iters5_neighbors10	39.920000
70-9	weighted-tfidf_structure-atoms_70-9_iters5_neighbors10	39.320000
400-10	structure-atoms_400-10_iters5_neighbors10	39.200000
400-9	structure-atoms_400-9_iters5_neighbors10	37.440000
200-9	structure-atoms_200-9_iters5_neighbors10	37.200000
600-10	structure-atoms_600-10_iters5_neighbors10	37.040000
600-9	structure-atoms_600-9_iters5_neighbors10	34.400000
300-6	weighted-tfidf_structure-atoms_300-6_iters5_neighbors10	31.980000
100-5	weighted-tfidf_structure-atoms_100-5_iters5_neighbors10	31.720000
200-7	structure-atoms_200-7_iters5_neighbors10	31.300000
250-7	structure-atoms_250-7_iters5_neighbors10	31.100000
40-5	weighted-tfidf_structure-atoms_40-5_iters5_neighbors10	31.060000
150-5	weighted-tfidf_structure-atoms_150-5_iters5_neighbors10	30.940000
80-5	weighted-tfidf_structure-atoms_80-5_iters5_neighbors10	30.840000
20-5	structure-atoms_20-5_iters5_neighbors10	30.540000
225-5	weighted-tfidf_structure-atoms_225-5_iters5_neighbors10	30.380000
60-5	weighted-tfidf_structure-atoms_60-5_iters5_neighbors10	29.960000
300-6	structure-atoms_300-6_iters5_neighbors10	29.880000
20-5	weighted-tfidf_structure-atoms_20-5_iters5_neighbors10	29.400000
40-5	structure-atoms_40-5_iters5_neighbors10	28.200000
100-5	structure-atoms_100-5_iters5_neighbors10	26.240000
60-5	structure-atoms_60-5_iters5_neighbors10	25.200000
80-5	structure-atoms_80-5_iters5_neighbors10	25.020000
150-5	structure-atoms_150-5_iters5_neighbors10	24.540000
225-5	structure-atoms_225-5_iters5_neighbors10	21.060000
