#	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19
0	186	12	11	11	14	11	27	65	17	0	8	66	44	3	0	34	39	5	1	17
1	0	350	39	25	25	40	88	147	40	2	7	84	151	2	0	66	81	14	0	22
2	0	0	303	17	15	60	95	212	39	2	10	101	117	6	0	85	78	25	3	22
3	0	0	0	150	10	31	46	78	25	2	8	38	66	2	0	52	53	13	1	8
4	0	0	0	0	199	33	75	124	29	0	6	58	67	3	0	62	56	7	2	9
5	0	0	0	0	0	440	140	231	50	4	15	124	157	6	0	130	136	25	2	23
6	0	0	0	0	0	0	795	516	95	6	28	205	275	7	0	211	173	53	1	36
7	0	0	0	0	0	0	0	2138	199	6	47	417	472	23	2	422	384	87	5	79
8	0	0	0	0	0	0	0	0	334	0	12	79	95	6	0	132	110	30	1	22
9	0	0	0	0	0	0	0	0	0	17	0	2	3	0	0	4	3	0	0	3
10	0	0	0	0	0	0	0	0	0	0	94	27	21	1	0	19	29	7	0	8
11	0	0	0	0	0	0	0	0	0	0	0	916	221	11	1	190	174	50	1	40
12	0	0	0	0	0	0	0	0	0	0	0	0	1007	10	1	224	230	50	6	54
13	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	20	12	3	0	3
14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	922	254	62	3	76
16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1089	53	4	40
17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1250	0	17
18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1
19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208
