./sequence-hmm-600-11.json/bent-none.tsv:all    0.727273
./sequence-hmm-600-12.json/bent-none.tsv:all    0.726277
./sequence-hmm-300-6.json/bent-none.tsv:all     0.626700
./sequence-hmm-225-5.json/bent-none.tsv:all     0.614481
./sequence-hmm-600-10.json/bent-none.tsv:all    0.602154
./sequence-hmm-200-9.json/bent-none.tsv:all     0.593993
./sequence-hmm-150-5.json/bent-none.tsv:all     0.593543
./sequence-hmm-200-7.json/bent-none.tsv:all     0.582178
./sequence-hmm-100-5.json/bent-none.tsv:all     0.580540
./sequence-hmm-40-5.json/bent-none.tsv:all      0.576632
./sequence-hmm-80-5.json/bent-none.tsv:all      0.564556
./sequence-hmm-600-9.json/bent-none.tsv:all     0.563944
./sequence-hmm-250-7.json/bent-none.tsv:all     0.551566
./sequence-hmm-100-10.json/bent-none.tsv:all    0.549181
./sequence-hmm-200-10.json/bent-none.tsv:all    0.539612
./sequence-hmm-400-10.json/bent-none.tsv:all    0.538912
./sequence-hmm-100-9.json/bent-none.tsv:all     0.535242
./sequence-hmm-400-9.json/bent-none.tsv:all     0.516252
./sequence-hmm-60-5.json/bent-none.tsv:all      0.515866
./sequence-hmm-20-5.json/bent-none.tsv:all      0.503978
./sequence-hmm-200-11.json/bent-none.tsv:all    0.501626
./sequence-hmm-400-11.json/bent-none.tsv:all    0.497359
./sequence-hmm-100-11.json/bent-none.tsv:all    0.487563
./sequence-hmm-400-12.json/bent-none.tsv:all    0.470647
./sequence-hmm-50-9.json/bent-none.tsv:all      0.469979
./sequence-hmm-200-12.json/bent-none.tsv:all    0.469049
./sequence-hmm-100-12.json/bent-none.tsv:all    0.467868
./sequence-hmm-70-9.json/bent-none.tsv:all      0.456534
