#	1	3	4	5	8	10	11	12	13	14	15	18	20	24	25	26	29	33	34	35	36	37	38	39	40	41	42	43	45	48	49	51	54	56	57	58	59	60	61	64	65	66	67	68	69	70	72	75	77	78	80	81	82	83	84	86	87	89	90	92	93	94	95	96	97	98	99	101	102	105	106	107	110	111	114	115	120	121	125	126	128	129	130	132	134	138	139	140	143	144	145	149	150	151	152	153	154	156	159	160	162	164	165	166	167	169	170	171	172	173	174	175	176	178	179	181	183	184	186	187	189	191	192	194	197	203	205	206	207	208	209	210	212	213	214	217	218	219	221	222	223	224
1	26	0	0	0	0	1	2	0	0	0	2	0	0	0	0	1	1	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	1	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	3	1	0	2	0	1	0	2	0	0	0	1	0	0	0	4	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	5	0	0	0	1	1	0	2	1	0	1	0	0	0	0	0	0	1	3	1	0
3	0	17	0	0	0	0	1	0	0	0	2	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0
4	0	0	39	0	0	0	4	0	0	0	6	4	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	3	0	1	0	0	0	1	0	0	0	0	2	4	0	0	1	2	0	0	0	0	0	0	0	1	0	1	3	0	0	1	0	0	0	1	2	2	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	1	0	10	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	4	0	0	1	0	0	0	0	2	0	0
5	0	0	0	9	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0	0	0	0	38	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	0	0	0	0	0	34	3	0	0	0	2	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	1	0	2	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	1	1	3	0	0	1	0	0	0	0	3	0	2	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	2	0
11	0	0	0	0	0	0	155	0	2	0	41	6	1	0	0	0	1	1	0	10	0	5	0	0	0	0	0	0	0	0	1	6	1	0	0	1	0	0	1	5	0	0	4	1	2	2	0	7	0	1	10	6	0	0	0	3	0	0	1	0	1	0	11	2	1	11	0	0	0	0	1	0	4	3	1	1	15	4	0	0	1	1	0	0	8	8	4	1	5	0	5	0	3	0	0	4	0	1	2	1	8	0	8	0	0	1	5	0	17	1	1	3	0	3	1	1	4	0	0	0	0	7	1	0	5	6	1	0	5	0	3	2	1	0	3	0	1	1	2	13	4	8
12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
13	0	0	0	0	0	0	0	0	55	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
14	0	0	0	0	0	0	0	0	0	30	3	1	0	0	0	0	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	1	0	2	1	1	4	1	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	5	0	0	1	0	1	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
15	0	0	0	0	0	0	0	0	0	0	291	14	1	0	3	3	2	6	3	14	0	13	2	0	2	1	0	1	1	2	3	4	0	0	1	0	0	0	0	4	0	2	8	0	1	5	1	8	0	7	20	3	2	0	1	8	7	0	1	0	0	2	19	5	8	18	9	0	0	0	0	0	5	7	4	11	12	12	0	1	2	0	0	0	7	12	5	0	10	0	7	0	8	0	0	3	2	4	2	2	10	0	14	0	0	2	5	0	43	0	4	1	1	1	2	0	7	0	1	1	3	11	1	4	1	5	6	1	6	2	0	3	1	0	3	3	1	0	5	18	2	4
18	0	0	0	0	0	0	0	0	0	0	0	517	5	0	5	1	1	2	0	8	0	49	2	0	0	9	0	0	0	6	0	2	0	2	4	0	0	0	2	1	0	0	4	2	6	7	1	1	0	4	2	0	3	0	4	0	1	8	0	1	2	0	1	1	35	7	0	3	0	2	0	0	1	2	1	0	3	3	3	1	1	0	1	0	12	1	0	0	0	0	1	5	0	0	4	3	0	0	0	0	3	0	10	2	5	2	34	0	130	2	0	0	0	27	0	3	0	0	1	0	2	1	1	0	7	0	1	4	6	1	1	0	0	0	0	0	0	0	1	4	1	0
20	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	1	0	0	0	0	0	1	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0
24	0	0	0	0	0	0	0	0	0	0	0	0	0	1069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	1	0	3	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	1	2	0	0	0	0	0	1	1	0	0	1	1	2	0	0	2	1	0	2	6	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	7	0	17	0	0	0	0	2	0	0	0	0	2	0	0	3	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	2	0	0
26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	3	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	3	2	2	0
29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	1	5	0	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	2	0	0	0	0	1	0	0	0	0	0	1	0	0	2	1	0	1	0	0	0	2	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	4	0	0	0	1	0	3	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	2	1	3
33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	2	3	2	0	0	0	0	0	0	0	0	0	4	2	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	2	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	2	0	0
34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2	0	1	0	2	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0
35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	2	0	0	0	1	0	0	0	0	1	2	0	0	0	1	0	0	0	2	0	0	4	0	3	0	0	1	0	0	5	0	0	0	0	2	0	0	1	0	0	2	1	2	1	2	0	0	0	0	0	0	0	1	1	0	3	0	0	0	1	0	0	0	7	0	1	0	3	0	1	0	1	0	0	1	1	0	1	3	5	0	9	0	0	0	3	0	6	0	0	0	0	1	0	0	2	0	0	1	1	1	1	1	0	1	0	0	2	0	0	1	0	0	1	0	0	0	2	6	1	1
36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	1	0	2	5	0	0	0	2	0	0	0	1	4	0	0	0	2	2	0	0	8	3	5	2	0	0	0	2	10	3	0	0	1	1	0	0	1	0	3	0	6	0	27	3	0	2	0	0	0	0	2	5	1	0	4	0	3	0	2	0	0	0	7	1	1	0	2	0	1	0	0	0	3	0	0	0	0	0	1	0	8	1	3	0	19	0	73	1	0	0	0	16	0	3	1	0	1	1	0	1	0	1	2	0	0	3	3	2	0	2	0	2	0	0	0	0	2	5	1	1
38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	1	0	0	0	0	30	0	0	0	2	0	0	0	0	0	44	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	1	3	0	0	1	0	15	0	0	0	0	11	0	0	0	0	0	1	0	0	0	0	3	0	0	5	2	0	0	0	0	1	0	0	0	0	1	1	1	0
42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0
