#	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149
0	9816	443	444	491	832	989	68	20	128	136	302	31	470	146	95	524	70	267	145	65	72	436	539	205	229	717	412	42	115	54	139	111	177	256	53	391	647	361	82	184	288	16	144	270	333	270	212	197	137	158	481	137	539	207	286	332	6	360	474	63	222	92	319	605	105	158	167	62	242	391	257	142	15	130	158	210	223	165	249	188	500	191	305	360	203	426	3	287	15	241	35	35	84	293	163	198	114	25	252	365	355	250	185	508	12	2	240	332	362	294	32	379	295	360	164	272	526	112	87	604	222	39	76	722	147	94	484	269	229	58	341	149	329	139	124	19	218	179	410	62	177	116	1087	278	240	897	202	292	196	263
1	0	59	10	16	24	33	0	0	5	5	7	2	7	6	6	15	5	9	5	5	7	21	20	10	10	34	11	2	6	0	10	6	4	5	4	20	23	21	3	8	13	2	6	8	20	9	10	3	6	9	20	4	23	7	11	10	0	15	21	6	11	4	11	21	6	4	10	5	9	12	6	6	0	4	6	10	20	3	23	10	11	6	13	17	10	21	0	6	0	12	1	1	4	8	8	12	8	3	3	13	15	7	4	16	1	0	6	14	12	13	0	12	15	13	4	7	24	5	6	22	12	0	4	33	7	6	24	9	6	4	23	5	18	5	6	0	14	6	18	5	10	1	39	10	9	41	3	14	5	12
2	0	0	99	38	110	137	7	0	5	8	46	4	47	15	4	58	3	30	15	3	3	26	39	20	7	34	34	2	4	4	8	7	9	18	0	22	61	26	7	15	17	1	5	16	8	12	13	9	9	12	29	8	38	4	29	22	1	22	27	3	17	5	18	47	9	6	7	2	13	11	18	7	1	7	11	18	14	3	15	5	48	10	18	25	10	22	0	9	0	19	1	1	8	27	9	7	6	2	22	47	14	15	7	22	0	0	17	22	13	20	2	14	15	32	10	3	38	6	4	40	11	0	3	41	8	2	19	16	9	8	18	4	23	14	7	1	11	9	22	6	12	6	103	22	12	48	6	15	12	12
3	0	0	0	130	49	75	6	1	7	6	20	1	37	10	7	45	6	16	12	9	7	22	47	11	13	42	49	1	4	0	5	9	12	17	5	31	39	26	10	7	21	0	8	19	26	19	12	16	8	4	40	15	49	18	24	20	2	25	39	1	18	5	14	38	6	11	8	8	17	21	17	10	0	8	12	9	20	7	18	12	33	13	21	43	8	18	0	23	0	18	0	1	10	16	16	17	4	0	26	40	29	16	9	33	0	0	21	18	24	28	4	23	13	42	5	23	28	9	6	47	18	2	9	47	6	4	65	20	15	5	22	17	20	9	6	0	12	17	26	5	13	15	88	24	14	70	13	28	16	18
4	0	0	0	0	268	338	10	1	6	22	73	0	118	31	9	151	5	49	19	4	4	49	70	21	27	63	48	4	9	6	24	4	19	26	8	52	102	45	12	17	35	1	13	24	23	26	21	30	14	16	79	15	68	15	27	18	3	43	37	4	24	9	45	62	21	19	14	9	14	28	29	13	3	15	8	30	39	18	27	23	103	21	20	33	14	52	0	22	1	32	1	4	14	37	17	16	9	1	33	54	26	40	20	35	0	0	35	45	30	27	3	29	21	41	21	20	68	9	10	74	15	5	4	87	21	7	62	26	33	8	31	13	43	13	9	1	19	21	45	6	19	20	139	32	30	103	23	51	24	18
5	0	0	0	0	0	414	18	5	9	22	85	3	156	47	13	193	9	57	36	6	3	50	92	29	26	85	74	3	12	4	13	18	15	44	2	68	127	43	8	23	44	2	15	45	43	24	17	34	16	19	80	22	64	16	44	37	2	50	45	1	29	9	44	64	14	16	21	10	30	37	36	21	4	11	17	21	46	24	35	27	82	29	38	47	21	54	0	28	0	36	1	0	14	50	29	28	10	4	48	97	30	40	33	64	0	0	62	53	40	37	4	31	28	49	15	20	86	15	7	82	28	7	8	112	16	10	68	60	30	15	62	13	31	23	23	1	19	20	57	5	25	28	225	42	39	150	37	48	22	38
6	0	0	0	0	0	0	19	0	2	1	5	0	6	3	0	8	0	1	6	1	2	4	7	3	2	2	3	4	0	2	0	1	3	3	2	3	13	4	0	3	5	1	1	3	2	9	0	0	1	1	0	2	11	2	3	6	1	0	4	1	2	0	3	6	1	3	4	3	6	3	1	0	0	0	2	2	0	3	2	0	10	5	5	5	4	4	0	3	0	6	0	0	0	1	3	2	1	1	2	6	0	4	2	7	1	0	1	3	3	6	0	5	8	5	0	0	6	2	1	7	3	2	3	5	2	0	9	2	1	1	2	0	4	1	0	0	0	1	5	0	2	6	21	3	5	12	1	5	0	2
7	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	1	1	0	0	0	0	3	1	0	1	1	0	0	0	2	0	1	0	2	0	4	2	0	0	2	0	0	1	3	0	4	0	1	0	0	2	1	2	0	0	2	0	3	2	0	0	1	0	3	1	2	0	0	0	1	0	1	0	1	1	1	1	1	3	1	0	1	4	2	2	1	0	3	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	2	0	0	1	2	1	5	0	1	2	0	0	2	0	0	1	2	3	0	0	1	0	0	2	0	0	0	2	0	4	0	0	0	2	0	0	0	2	0	2	2	0	3	1	2	0	3
8	0	0	0	0	0	0	0	0	41	1	7	0	5	2	0	8	2	4	4	1	2	9	5	7	2	12	8	1	5	0	2	2	4	1	1	2	14	8	1	3	3	1	1	4	7	6	6	5	5	13	9	0	5	1	4	9	1	7	13	1	0	2	6	6	0	0	1	0	7	10	2	3	0	4	1	5	1	2	4	3	15	2	5	12	15	9	0	7	1	7	2	1	1	6	5	6	2	1	2	0	10	4	0	4	1	0	3	4	4	11	1	7	2	6	3	5	7	2	9	4	3	3	5	15	4	1	14	3	6	1	7	2	3	0	3	0	20	2	8	1	6	1	19	4	3	11	6	12	3	5
9	0	0	0	0	0	0	0	0	0	37	5	0	9	0	2	10	1	2	7	0	1	12	10	12	11	21	8	1	7	2	2	2	3	3	0	10	20	3	0	7	9	0	0	4	6	5	6	6	2	3	11	5	11	5	11	3	0	12	8	0	4	3	16	14	2	2	3	3	6	4	4	0	0	0	2	3	7	5	7	1	8	2	6	8	1	6	0	4	0	4	1	2	2	7	5	3	4	2	8	10	7	5	10	8	0	0	3	7	13	5	0	5	8	7	3	4	17	3	1	15	4	0	3	16	3	1	6	6	3	0	2	5	3	2	4	0	1	5	8	0	2	4	25	7	4	14	8	8	2	3
10	0	0	0	0	0	0	0	0	0	0	71	0	43	6	2	46	7	18	9	6	1	18	34	15	12	28	33	0	6	2	5	4	2	10	2	18	43	20	4	4	12	0	5	15	13	11	14	12	10	2	16	6	25	6	24	14	1	9	20	1	10	4	13	22	8	9	7	0	8	11	13	4	1	4	2	8	18	11	13	10	35	8	10	14	4	19	0	13	1	10	2	1	6	15	8	8	3	2	12	24	18	11	9	20	1	0	9	9	10	15	0	18	11	18	12	12	30	3	2	23	8	3	3	25	5	1	21	13	10	1	18	7	9	5	3	0	4	10	12	3	12	1	74	18	14	72	9	15	8	6
11	0	0	0	0	0	0	0	0	0	0	0	6	1	1	0	3	2	1	0	0	0	2	4	0	0	2	4	0	0	0	1	4	0	2	0	2	1	3	0	1	0	0	1	0	3	1	0	2	0	0	2	0	2	1	1	3	0	1	3	0	0	1	0	8	0	1	1	0	6	0	5	0	0	0	1	1	3	0	2	2	0	1	2	0	0	1	0	0	0	1	0	0	0	2	3	0	1	0	0	0	1	1	2	1	0	0	0	3	1	0	0	4	0	0	1	1	4	0	0	1	2	0	1	4	0	1	2	1	1	1	0	0	3	0	0	0	1	1	2	0	0	2	5	1	3	4	2	2	1	0
12	0	0	0	0	0	0	0	0	0	0	0	0	117	9	5	94	3	31	14	3	1	30	51	18	17	30	32	2	7	7	10	15	6	20	4	31	50	29	7	8	18	1	5	11	18	18	20	23	11	8	36	7	40	5	30	18	0	31	25	0	15	9	23	31	12	8	7	3	10	15	17	6	1	5	12	15	11	13	15	16	44	14	32	27	8	23	0	16	0	17	3	2	5	17	5	9	9	2	24	34	14	22	18	33	0	0	27	28	12	25	2	13	20	22	11	13	53	6	4	47	11	4	4	56	8	4	31	14	23	1	21	14	23	13	4	0	17	13	22	4	10	6	94	16	15	89	13	18	17	20
13	0	0	0	0	0	0	0	0	0	0	0	0	0	21	2	25	2	6	5	1	1	7	14	6	3	13	10	0	2	1	1	2	0	6	3	5	22	8	1	2	5	0	2	6	6	4	3	6	0	2	8	3	14	5	9	3	0	5	5	0	7	1	11	15	4	3	1	2	5	3	5	4	0	0	4	9	11	3	3	4	8	3	4	7	5	10	0	2	0	6	1	0	2	7	1	5	0	1	7	12	3	9	7	6	0	0	11	10	5	3	0	7	1	5	3	3	13	0	0	9	1	1	0	15	0	2	7	7	2	1	8	3	6	4	2	0	2	4	3	0	4	4	31	7	9	26	5	8	5	8
14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	4	0	3	0	2	0	5	3	0	3	9	7	1	1	0	2	0	2	1	1	7	4	3	2	2	5	0	1	1	2	2	2	2	1	0	0	2	5	2	3	8	0	1	4	1	1	0	3	3	0	1	2	0	1	2	4	0	0	1	2	2	1	5	1	1	8	0	2	4	2	1	0	2	0	0	0	0	2	6	1	3	1	0	2	3	3	0	1	2	1	0	3	2	5	7	1	2	6	9	0	0	5	2	0	5	1	0	0	11	3	2	6	2	3	0	5	1	2	1	0	0	4	1	6	1	3	0	11	0	1	5	1	3	1	2
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	4	30	10	4	2	33	53	26	16	51	34	5	2	5	15	12	15	22	3	41	56	28	9	13	20	0	15	25	25	18	10	20	10	5	44	12	47	11	27	21	0	35	28	3	17	11	34	34	11	12	9	2	13	28	24	13	8	8	10	20	23	10	6	7	50	16	30	28	16	27	0	15	0	18	0	3	6	30	15	10	6	2	27	49	23	27	20	29	0	0	39	35	35	35	0	22	13	24	10	13	50	7	3	63	16	4	8	63	16	10	23	16	18	6	30	15	24	19	9	0	19	18	25	2	21	13	119	20	19	65	17	19	21	17
16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	4	2	0	1	3	5	2	2	4	2	0	0	0	2	4	1	1	2	2	6	8	0	1	2	0	0	1	0	10	0	0	0	3	3	1	7	0	1	8	2	4	3	3	2	0	2	8	1	1	1	1	3	2	1	2	1	2	1	3	1	0	10	0	2	1	2	2	6	4	0	4	1	5	1	1	1	1	4	2	0	0	2	3	4	3	2	4	1	0	1	3	3	1	0	9	1	5	2	0	8	0	1	6	9	3	1	6	0	4	15	3	2	0	4	4	4	0	1	0	1	2	5	2	3	1	12	2	2	3	1	5	3	7
17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	5	1	2	13	30	8	11	26	21	0	4	1	4	11	4	11	3	20	19	18	4	4	9	1	2	10	9	17	5	7	7	4	18	6	18	4	16	18	1	25	19	0	5	5	6	17	5	1	4	1	9	8	11	7	0	7	4	11	14	9	8	6	12	6	23	16	6	15	0	7	1	7	0	2	9	9	4	3	6	0	15	18	11	8	6	13	0	0	12	18	12	14	0	8	11	19	6	5	17	4	4	24	9	0	3	30	6	2	19	10	16	3	19	5	10	6	3	0	7	20	14	2	8	3	45	8	10	34	13	10	10	9
18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	2	0	6	9	8	4	21	6	0	0	1	3	4	6	6	1	12	19	8	1	5	10	0	4	6	4	6	1	11	3	1	11	6	25	3	6	3	1	10	5	0	6	5	17	12	3	7	9	3	5	14	3	1	0	3	6	7	5	2	8	4	6	3	10	6	3	12	0	4	1	7	1	1	2	5	9	5	0	0	4	10	6	4	8	11	0	0	4	14	25	8	1	4	10	8	5	4	19	2	3	16	3	0	3	10	1	4	5	3	3	0	10	14	6	1	1	0	5	4	12	0	5	4	29	13	4	16	7	7	7	9
19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	1	3	4	5	4	9	8	0	1	1	4	2	0	1	1	2	8	4	0	1	5	0	1	4	6	1	5	1	1	3	8	2	3	4	4	3	0	6	4	0	0	1	2	5	0	2	7	0	0	6	2	4	1	1	1	4	3	0	2	4	5	2	4	6	3	7	0	2	0	2	0	0	1	5	2	3	2	0	2	5	1	8	3	4	1	0	0	0	3	5	0	1	4	7	1	3	11	3	0	5	2	1	4	3	2	1	9	0	5	1	5	2	5	1	2	0	7	4	4	2	0	2	3	2	1	10	1	6	3	5
20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	8	7	2	2	3	3	1	2	1	1	0	2	3	1	5	4	2	3	0	3	0	0	7	3	1	4	4	1	1	6	1	3	2	1	8	0	1	3	0	1	1	0	6	3	1	3	0	3	3	3	3	0	1	1	1	3	3	3	4	3	2	7	2	4	4	0	1	2	8	0	0	1	6	2	2	1	0	0	1	0	2	0	6	0	0	0	4	0	3	0	6	7	3	1	3	3	0	1	4	0	0	0	8	4	2	4	0	1	0	6	0	3	1	0	0	3	4	2	2	0	0	2	4	2	9	0	4	1	2
21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	36	13	19	53	22	4	6	4	2	5	9	14	5	23	36	19	15	21	32	0	10	20	15	18	11	15	10	7	43	18	37	8	16	18	3	16	48	5	18	4	15	35	2	9	16	4	13	15	17	12	0	9	4	13	19	14	8	14	27	21	7	31	12	33	1	16	0	10	2	2	5	25	24	17	7	4	18	14	23	14	9	33	0	0	11	18	21	23	5	21	26	24	11	6	32	7	8	32	17	2	3	53	17	0	25	19	12	3	25	12	27	11	4	0	11	19	27	4	14	8	60	23	23	114	9	37	11	14
