#	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
0	21824	0	27	0	0	0	0	0	163	0	0	0	0	0	0	1	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	17	0	143	112	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0
1	0	362	7	0	1	0	0	0	0	0	0	0	0	0	2	10	0	0	0	0	0	0	0	0	0	1	2	0	0	1	6	15	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	1	0	0	0	5	1	6	0	0	1	0	3	0	0	1	0	10	0	0	0	7	0	3	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2	0	0	401	0	1	0	1	0	7	0	0	0	0	1	1	2	1	0	0	1	0	1	3	0	1	0	0	0	0	0	1	6	0	2	0	4	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
3	0	0	0	842	0	0	0	4	0	0	1	0	0	7	1	0	0	0	0	2	0	1	0	0	2	0	3	0	0	0	1	0	1	0	0	0	0	0	0	10	2	0	0	1	0	0	0	0	5	1	0	0	0	0	0	1	2	1	0	0	0	1	0	0	0	0	2	0	4	0	2	0	0	6	0	0	0	34	4	1	4	0	0	3	0	0	2	6	0	0	0	0	0	8	1	14	0	1	4	0
4	0	0	0	0	233	0	3	0	0	0	1	3	0	0	0	1	0	0	0	9	0	0	0	0	0	2	5	0	0	0	13	0	0	0	0	0	0	2	0	1	0	38	0	1	0	6	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	2	0	0	5	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
5	0	0	0	0	0	660	0	0	0	4	1	5	0	1	0	0	0	0	0	0	0	5	3	0	0	4	0	0	0	3	2	0	0	0	2	0	0	0	5	7	11	1	0	0	2	0	2	1	0	0	4	0	0	0	0	0	0	0	0	6	0	0	2	7	0	3	5	1	2	0	0	0	1	3	0	0	0	0	0	0	0	0	5	0	0	0	6	4	3	0	2	11	3	1	2	3	0	1	0	0
6	0	0	0	0	0	0	1208	0	0	9	18	8	0	0	15	0	0	0	0	0	0	1	0	3	0	2	0	1	0	11	1	0	0	2	4	0	0	0	0	0	0	0	0	2	0	18	0	1	2	0	8	0	0	0	0	0	0	0	0	1	0	0	3	4	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	10	0	0	0	0	0	0	0	2	13	0	0	9	0	0	2	0	0	0	0	7
7	0	0	0	0	0	0	0	3050	0	0	0	0	0	0	0	0	0	5	0	0	1	22	0	0	24	0	0	0	90	0	0	0	0	0	1	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	94	8	0	0	47	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	24	0	0	0	0	58	3	4	8	0	0	0	0	0	0	0	0	0	0	0	0	1
8	0	0	0	0	0	0	0	0	1090	0	0	0	0	0	0	26	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	30	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0
9	0	0	0	0	0	0	0	0	0	500	0	2	0	0	1	0	0	0	0	0	3	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	1	2	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0	13	5	0	0	0	1	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	1	0	0	18	9	0	0	1	0	0	1	0	2
10	0	0	0	0	0	0	0	0	0	0	1230	0	0	0	2	0	0	0	0	2	8	2	0	5	0	0	1	1	0	0	0	0	0	0	18	0	0	0	0	2	1	0	0	0	0	18	0	0	0	0	40	0	0	0	0	0	1	0	0	0	0	24	1	2	14	0	1	0	0	9	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	7	3	36	20	0	0	9	0	0	0	0	3	0	0	3
11	0	0	0	0	0	0	0	0	0	0	0	589	1	0	0	0	0	0	2	0	0	0	4	0	0	2	0	0	0	1	5	0	0	0	0	0	0	1	0	3	0	0	0	5	2	1	1	5	1	2	1	0	0	0	0	0	0	0	0	1	0	0	1	11	1	3	3	12	0	0	0	2	0	0	0	13	0	0	0	4	0	0	0	0	0	0	0	6	0	0	3	5	0	1	1	0	0	0	0	0
