#	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
0	4760	0	0	19	0	0	1	0	86	3	0	122	2	1	70	2	11	0	1	3	329	798	0	3	1295	0	0	1	292	0	26	18	0	0	2	0	4	1	1850	1
1	0	27876	6224	0	18	4	1	211	0	3	624	0	1	110	2	6	0	125	69	1	0	0	1	8	0	1	1	4	0	0	1	0	9930	2	4	4	1	2	1	18
2	0	0	3042	0	4	1	0	47	0	0	1017	0	1	119	1	3	0	119	62	1	0	1	0	8	0	1	2	5	0	0	0	0	1111	1	10	6	0	2	0	27
3	0	0	0	3249	0	2	5	1	83	400	1	6	11	1	5	5	43	1	7	4	108	900	0	16	18	0	0	2	7	0	650	126	1	0	1	0	13	1	581	1
4	0	0	0	0	3671	660	4	51	1	5	4	4	27	0	3	20	1	2	8	0	0	0	3	0	0	6	8	29	0	359	1	1	7	50	0	23	0	0	0	1
5	0	0	0	0	0	2043	1	4	0	2	1	9	244	2	9	8	4	1	4	0	4	0	2	2	0	1	3	409	1	190	5	18	6	36	1	1	3	1	1	1
6	0	0	0	0	0	0	1725	0	10	21	0	2	28	3	2	329	52	1	0	286	0	1	177	1	0	7	7	2	3	31	9	1	2	16	3	3	226	38	0	1
7	0	0	0	0	0	0	0	2691	0	4	11	0	1	1	0	15	0	144	16	0	0	0	6	0	0	37	0	1	0	7	0	0	783	1	8	113	0	2	0	15
8	0	0	0	0	0	0	0	0	1551	266	1	79	1	3	14	21	13	2	2	79	10	317	0	23	9	0	0	0	21	0	7	7	0	0	2	0	486	18	73	12
9	0	0	0	0	0	0	0	0	0	2134	5	4	9	2	9	524	6	9	6	6	7	171	4	25	0	1	0	3	2	3	4	11	2	6	10	1	353	3	6	1
10	0	0	0	0	0	0	0	0	0	0	1474	2	0	215	2	1	0	86	305	0	1	0	0	39	0	0	0	6	0	0	2	2	167	2	15	0	0	6	1	6
11	0	0	0	0	0	0	0	0	0	0	0	756	57	8	120	1	22	2	7	7	34	33	1	28	13	0	0	69	31	1	8	105	0	5	1	0	4	4	23	0
12	0	0	0	0	0	0	0	0	0	0	0	0	2157	1	146	7	86	3	3	3	4	2	0	1	2	0	5	164	25	42	7	360	2	119	5	11	2	3	3	1
13	0	0	0	0	0	0	0	0	0	0	0	0	0	825	1	4	0	188	18	10	3	0	0	47	0	0	0	0	1	0	1	0	23	0	40	0	3	65	0	332
14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1588	6	9	1	1	4	293	60	1	0	20	1	0	14	160	0	4	12	0	417	9	2	3	1	14	1
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1882	4	24	9	14	0	1	44	6	0	44	0	0	1	32	0	2	1	13	15	22	377	9	3	6
16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2170	0	1	129	102	4	0	1	141	1	7	3	120	0	776	71	0	4	3	1	15	10	48	1
17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1405	5	3	0	0	4	59	2	5	0	1	0	0	1	1	97	5	221	97	2	6	0	362
18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1362	1	2	0	0	82	0	0	0	151	1	2	8	51	51	1	0	0	0	1	1	2
19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2821	26	3	26	4	6	1	2	1	81	0	12	0	0	3	68	1	295	291	6	6
20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2570	191	0	9	560	0	0	2	318	0	426	3	0	5	4	0	1	18	490	1
21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4081	0	0	64	0	0	1	6	0	38	4	0	0	0	0	19	0	1836	0
22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1535	0	0	314	16	0	0	9	1	0	1	9	6	9	6	85	0	5
23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560	1	1	0	5	6	1	3	53	1	3	13	3	9	14	1	47
24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3186	0	0	0	645	0	260	5	0	0	0	0	0	0	1185	0
25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1331	17	0	0	21	0	0	1	4	0	25	1	0	0	0
